"","SubjectID_unique","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","skill_dif","Side"
"187","13_1","13","Male",23,"Stim\r21y03g15b37.jpeg","Stim\r03y11g01b26.jpeg",21,3,3,11,15,1,37,26,2,1,1,1,4.022,2.412,1,"gul","13_14",8,1,1,"Left_lead","Male","Female","stick",-0.0117996166848813,0.215875578437123,1.09660196218623,"left"
"188","13_1","13","Male",23,"Stim\r11y26g25b38.jpeg","Stim\r05y28g23b30.jpeg",11,5,26,28,25,23,38,30,-2,-1,0,0,1.303,1.113,1,"gul","13_14",2,0,0,"Left_lead","Male","Female","stick",-0.0117996166848813,0.215875578437123,1.09660196218623,"left"
"193","13_2","13","Male",23,"Stim\r11y13g22b35.jpeg","Stim\r09y07g06b09.jpeg",11,9,13,7,22,6,35,9,1,-1,0,1,2.324,1.507,2,"rød","13_15",-2,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"194","13_2","13","Male",23,"Stim\r15y16g12b03.jpeg","Stim\r18y19g14b27.jpeg",15,18,16,19,12,14,3,27,-3,1,0,1,1.414,1.397,2,"rød","13_15",3,0,1,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"195","13_2","13","Male",23,"Stim\r20y04g39b23.jpeg","Stim\r13y24g05b28.jpeg",20,13,4,24,39,5,23,28,-2,1,1,0,2.194,1.033,2,"rød","13_15",-7,0,1,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"196","13_2","13","Male",23,"Stim\r03y11g01b26.jpeg","Stim\r01y27g01b01.jpeg",3,1,11,27,1,1,26,1,2,-1,0,1,1.916,1.135,2,"rød","13_15",-2,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"197","13_2","13","Male",23,"Stim\r18y19g14b27.jpeg","Stim\r10y03g03b07.jpeg",18,10,19,3,14,3,27,7,2,1,0,0,2.281,5.082,2,"rød","13_15",-8,1,1,"Left_lead","Male","Male","stick",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"198","13_2","13","Male",23,"Stim\r12y12g14b26.jpeg","Stim\r08y12g20b03.jpeg",12,8,12,12,14,20,26,3,-2,1,1,0,2.349,1.034,2,"rød","13_15",-4,0,1,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"200","13_2","13","Male",23,"Stim\r20y14g02b19.jpeg","Stim\r14y10g15b15.jpeg",20,14,14,10,2,15,19,15,2,-1,0,1,1.05,1.782,2,"blå","13_15",-4,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"202","13_2","13","Male",23,"Stim\r10y03g03b07.jpeg","Stim\r03y03g02b05.jpeg",10,3,3,3,3,2,7,5,2,-1,0,1,1.808,4.164,2,"blå","13_15",-2,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"204","13_2","13","Male",23,"Stim\r21y01g04b27.jpeg","Stim\r17y07g07b24.jpeg",21,17,1,7,4,7,27,24,-4,-1,1,1,1.68,1.655,2,"blå","13_15",-3,0,0,"Left_lead","Male","Male","stick",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"208","13_2","13","Male",23,"Stim\r12y07g07b17.jpeg","Stim\r13y33g08b23.jpeg",12,13,7,33,7,8,17,23,2,-1,1,0,1.853,1.425,2,"blå","13_15",6,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"209","13_2","13","Male",23,"Stim\r16y09g06b10.jpeg","Stim\r06y36g16b14.jpeg",16,6,9,36,6,16,10,14,4,1,1,1,1.529,1.574,2,"blå","13_15",4,1,1,"Left_lead","Male","Male","stick",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"210","13_2","13","Male",23,"Stim\r12y09g30b18.jpeg","Stim\r12y07g07b17.jpeg",12,12,9,7,30,7,18,17,-1,1,1,0,2.475,1.122,2,"gul","13_15",-2,0,1,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"214","13_2","13","Male",23,"Stim\r07y02g03b06.jpeg","Stim\r21y01g04b27.jpeg",7,21,2,1,3,4,6,27,2,-1,0,1,3.598,1.773,2,"gul","13_15",-1,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"215","13_2","13","Male",23,"Stim\r22y35g09b11.jpeg","Stim\r04y39g24b15.jpeg",22,4,35,39,9,24,11,15,-3,-1,0,0,1.343,1.297,2,"gul","13_15",4,0,0,"Left_lead","Male","Male","stick",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"216","13_2","13","Male",23,"Stim\r14y12g04b29.jpeg","Stim\r01y27g01b01.jpeg",14,1,12,27,4,1,29,1,1,-1,0,1,1.815,1.08,2,"grøn","13_15",-3,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"219","13_2","13","Male",23,"Stim\r04y28g27b06.jpeg","Stim\r09y15g18b07.jpeg",4,9,28,15,27,18,6,7,3,-1,0,1,2.501,4.585,2,"grøn","13_15",-9,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"220","13_2","13","Male",23,"Stim\r06y14g31b25.jpeg","Stim\r02y19g24b04.jpeg",6,2,14,19,31,24,25,4,-2,1,1,0,1.118,2.081,2,"grøn","13_15",-7,0,1,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"221","13_2","13","Male",23,"Stim\r17y07g07b24.jpeg","Stim\r03y11g01b26.jpeg",17,3,7,11,7,1,24,26,-2,-1,1,1,1.126,2.503,2,"grøn","13_15",-6,0,0,"Left_lead","Male","Male","stick",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"222","13_2","13","Male",23,"Stim\r22y35g09b11.jpeg","Stim\r08y23g10b29.jpeg",22,8,35,23,9,10,11,29,2,-1,1,0,2.074,1.283,2,"grøn","13_15",1,1,0,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"223","13_2","13","Male",23,"Stim\r04y39g24b15.jpeg","Stim\r10y27g22b14.jpeg",4,10,39,27,24,22,15,14,-2,1,1,0,2.124,1.206,2,"grøn","13_15",-2,0,1,"Left_lead","Male","Male","surrender",0.35353460716169,0.191778661429264,1.04376475352122,"left"
"227","15_1","15","Male",20,"Stim\r21y03g15b37.jpeg","Stim\r18y19g14b27.jpeg",21,18,3,19,15,14,37,27,3,-1,0,1,3.184,3.781,1,"rød","15_16",-3,1,0,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"228","15_1","15","Male",20,"Stim\r01y27g01b01.jpeg","Stim\r04y16g13b13.jpeg",1,4,27,16,1,13,1,13,-2,1,0,1,3.65,2.554,1,"rød","15_16",3,0,1,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"231","15_1","15","Male",20,"Stim\r15y05g12b10.jpeg","Stim\r13y33g08b23.jpeg",15,13,5,33,12,8,10,23,3,1,0,0,2.038,3.075,1,"rød","15_16",-2,1,1,"Left_lead","Male","Female","stick",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"235","15_1","15","Male",20,"Stim\r17y20g40b07.jpeg","Stim\r14y20g16b10.jpeg",17,14,20,20,40,16,7,10,-2,1,1,0,2.774,1.804,1,"rød","15_16",-3,0,1,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"236","15_1","15","Male",20,"Stim\r08y23g10b29.jpeg","Stim\r11y26g25b38.jpeg",8,11,23,26,10,25,29,38,-2,-1,0,0,3.816,1.897,1,"rød","15_16",3,0,0,"Left_lead","Male","Female","stick",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"237","15_1","15","Male",20,"Stim\r05y28g23b30.jpeg","Stim\r04y39g24b15.jpeg",5,4,28,39,23,24,30,15,-2,-1,1,1,2.831,6.564,1,"rød","15_16",-1,0,0,"Left_lead","Male","Female","stick",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"239","15_1","15","Male",20,"Stim\r06y14g31b25.jpeg","Stim\r20y04g39b23.jpeg",6,20,14,4,31,39,25,23,3,1,0,0,1.437,1.698,1,"blå","15_16",-2,1,1,"Left_lead","Male","Female","stick",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"240","15_1","15","Male",20,"Stim\r17y07g07b24.jpeg","Stim\r03y11g01b26.jpeg",17,3,7,11,7,1,24,26,-3,1,0,1,2.084,3.35,1,"blå","15_16",2,0,1,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"241","15_1","15","Male",20,"Stim\r06y36g16b14.jpeg","Stim\r05y40g33b16.jpeg",6,5,36,40,16,33,14,16,4,1,1,1,1.858,2.275,1,"blå","15_16",2,1,1,"Left_lead","Male","Female","stick",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"244","15_1","15","Male",20,"Stim\r06y19g29b08.jpeg","Stim\r10y02g36b05.jpeg",6,10,19,2,29,36,8,5,-1,1,1,0,2.299,2.182,1,"blå","15_16",-3,0,1,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"246","15_1","15","Male",20,"Stim\r17y20g40b07.jpeg","Stim\r05y40g33b16.jpeg",17,5,20,40,40,33,7,16,2,1,1,1,2.028,2.831,1,"blå","15_16",9,1,1,"Left_lead","Male","Female","stick",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"247","15_1","15","Male",20,"Stim\r10y13g07b36.jpeg","Stim\r21y03g15b37.jpeg",10,21,13,3,7,15,36,37,-3,1,0,1,1.781,1.639,1,"blå","15_16",1,0,1,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"249","15_1","15","Male",20,"Stim\r11y10g06b19.jpeg","Stim\r12y07g07b17.jpeg",11,12,10,7,6,7,19,17,2,-1,0,1,2.581,3.593,1,"gul","15_16",-3,1,0,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"256","15_1","15","Male",20,"Stim\r04y39g24b15.jpeg","Stim\r21y03g15b37.jpeg",4,21,39,3,24,15,15,37,2,-1,0,1,1.604,1.796,1,"grøn","15_16",-9,1,0,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"258","15_1","15","Male",20,"Stim\r08y23g10b29.jpeg","Stim\r10y13g07b36.jpeg",8,10,23,13,10,7,29,36,-1,1,1,0,1.666,1.311,1,"grøn","15_16",-3,0,1,"Left_lead","Male","Female","surrender",-0.116431536093814,0.220449843847425,0.96174744806973,"left"
"261","14_2","14","Female",25,"Stim\r17y22g16b15.jpeg","Stim\r15y16g12b03.jpeg",17,15,22,16,16,12,15,3,2,-1,0,1,1.322,1.97,2,"rød","14_16",-2,1,0,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"262","14_2","14","Female",25,"Stim\r21y03g15b37.jpeg","Stim\r22y35g09b11.jpeg",21,22,3,35,15,9,37,11,2,1,1,1,1.439,2.198,2,"rød","14_16",1,1,1,"Left_lead","Female","Female","stick",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"263","14_2","14","Female",25,"Stim\r03y03g02b05.jpeg","Stim\r07y14g27b22.jpeg",3,7,3,14,2,27,5,22,-1,1,0,1,2.012,1.48,2,"rød","14_16",4,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"264","14_2","14","Female",25,"Stim\r12y07g16b25.jpeg","Stim\r14y20g16b10.jpeg",12,14,7,20,16,16,25,10,2,1,1,1,1.182,1.708,2,"rød","14_16",2,1,1,"Left_lead","Female","Female","stick",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"266","14_2","14","Female",25,"Stim\r14y10g15b15.jpeg","Stim\r15y05g12b10.jpeg",14,15,10,5,15,12,15,10,-2,1,0,1,1.13,1.264,2,"rød","14_16",1,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"268","14_2","14","Female",25,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,-1,1,1,0,3.105,1.556,2,"rød","14_16",-3,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"270","14_2","14","Female",25,"Stim\r06y19g29b08.jpeg","Stim\r18y13g28b06.jpeg",6,18,19,13,29,28,8,6,-1,1,1,0,3.342,2.048,2,"blå","14_16",-2,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"272","14_2","14","Female",25,"Stim\r04y39g24b15.jpeg","Stim\r12y07g07b17.jpeg",4,12,39,7,24,7,15,17,-2,-1,0,0,1.144,1.944,2,"blå","14_16",2,0,0,"Left_lead","Female","Female","stick",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"273","14_2","14","Female",25,"Stim\r16y09g06b10.jpeg","Stim\r02y10g14b11.jpeg",16,2,9,10,6,14,10,11,2,-1,1,0,1.045,1.397,2,"blå","14_16",1,1,0,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"275","14_2","14","Female",25,"Stim\r17y20g40b07.jpeg","Stim\r21y24g16b04.jpeg",17,21,20,24,40,16,7,4,-1,1,1,0,2.155,1.55,2,"blå","14_16",-3,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"277","14_2","14","Female",25,"Stim\r09y07g06b09.jpeg","Stim\r04y28g27b06.jpeg",9,4,7,28,6,27,9,6,2,-1,0,1,0.974,1.291,2,"blå","14_16",-3,1,0,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"278","14_2","14","Female",25,"Stim\r11y13g22b35.jpeg","Stim\r14y08g21b39.jpeg",11,14,13,8,22,21,35,39,2,-1,1,0,1.673,1.057,2,"blå","14_16",4,1,0,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"280","14_2","14","Female",25,"Stim\r15y05g12b10.jpeg","Stim\r12y07g07b17.jpeg",15,12,5,7,12,7,10,17,-2,1,0,1,1.453,1.231,2,"gul","14_16",2,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"281","14_2","14","Female",25,"Stim\r14y10g15b15.jpeg","Stim\r08y09g09b11.jpeg",14,8,10,9,15,9,15,11,-2,-1,1,1,1.584,1.76,2,"gul","14_16",-1,0,0,"Left_lead","Female","Female","stick",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"282","14_2","14","Female",25,"Stim\r20y14g02b19.jpeg","Stim\r02y10g14b11.jpeg",20,2,14,10,2,14,19,11,-1,1,1,0,1.582,2.166,2,"gul","14_16",-4,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"286","14_2","14","Female",25,"Stim\r10y27g22b14.jpeg","Stim\r11y26g25b38.jpeg",10,11,27,26,22,25,14,38,-3,1,1,0,1.011,1.715,2,"gul","14_16",-1,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"287","14_2","14","Female",25,"Stim\r10y13g07b36.jpeg","Stim\r08y23g10b29.jpeg",10,8,13,23,7,10,36,29,2,-1,1,0,2.951,1.3,2,"grøn","14_16",3,1,0,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"290","14_2","14","Female",25,"Stim\r12y07g16b25.jpeg","Stim\r02y10g14b11.jpeg",12,2,7,10,16,14,25,11,-4,-1,1,1,1.805,1.516,2,"grøn","14_16",-2,0,0,"Left_lead","Female","Female","stick",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"293","14_2","14","Female",25,"Stim\r09y07g06b09.jpeg","Stim\r08y23g10b29.jpeg",9,8,7,23,6,10,9,29,-1,1,0,1,2.323,2.012,2,"grøn","14_16",4,0,1,"Left_lead","Female","Female","surrender",0.270765566684272,0.219949314512486,1.01905477927384,"left"
"297","19_1","19","Male",20,"Stim\r07y02g03b06.jpeg","Stim\r03y06g12b09.jpeg",7,3,2,6,3,12,6,9,-3,-1,1,1,1.412,2.635,1,"rød","19_17",-4,0,0,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"300","19_1","19","Male",20,"Stim\r03y06g12b09.jpeg","Stim\r06y19g29b08.jpeg",3,6,6,19,12,29,9,8,1,1,1,1,1.771,3.078,1,"rød","19_17",3,1,1,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"301","19_1","19","Male",20,"Stim\r11y13g22b35.jpeg","Stim\r15y16g12b03.jpeg",11,15,13,16,22,12,35,3,3,-1,1,0,2.315,1.849,1,"rød","19_17",4,1,0,"Left_lead","Male","Male","surrender",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"305","19_1","19","Male",20,"Stim\r12y07g16b25.jpeg","Stim\r12y12g14b26.jpeg",12,12,7,12,16,14,25,26,4,1,1,1,1.537,1.662,1,"blå","19_17",1,1,1,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"308","19_1","19","Male",20,"Stim\r21y24g16b04.jpeg","Stim\r04y28g27b06.jpeg",21,4,24,28,16,27,4,6,1,-1,1,0,3.169,1.658,1,"blå","19_17",2,1,0,"Left_lead","Male","Male","surrender",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"310","19_1","19","Male",20,"Stim\r17y11g38b07.jpeg","Stim\r02y10g14b11.jpeg",17,2,11,10,38,14,7,11,4,1,1,1,2.294,1.303,1,"blå","19_17",4,1,1,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"312","19_1","19","Male",20,"Stim\r12y07g07b17.jpeg","Stim\r11y10g06b19.jpeg",12,11,7,10,7,6,17,19,2,-1,1,0,1.963,2.284,1,"blå","19_17",2,1,0,"Left_lead","Male","Male","surrender",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"313","19_1","19","Male",20,"Stim\r13y33g08b23.jpeg","Stim\r22y35g09b11.jpeg",13,22,33,35,8,9,23,11,2,1,1,1,1.249,4.45,1,"gul","19_17",2,1,1,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"314","19_1","19","Male",20,"Stim\r04y28g27b06.jpeg","Stim\r11y26g25b38.jpeg",4,11,28,26,27,25,6,38,2,1,0,0,1.621,1.449,1,"gul","19_17",-2,1,1,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"316","19_1","19","Male",20,"Stim\r05y28g23b30.jpeg","Stim\r16y21g04b04.jpeg",5,16,28,21,23,4,30,4,1,-1,0,1,1.718,1.552,1,"gul","19_17",-7,1,0,"Left_lead","Male","Male","surrender",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"317","19_1","19","Male",20,"Stim\r17y20g40b07.jpeg","Stim\r09y17g32b21.jpeg",17,9,20,17,40,32,7,21,1,-1,0,1,1.237,1.751,1,"gul","19_17",-3,1,0,"Left_lead","Male","Male","surrender",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"320","19_1","19","Male",20,"Stim\r12y12g14b26.jpeg","Stim\r18y13g28b06.jpeg",12,18,12,13,14,28,26,6,1,-1,1,0,1.912,2.16,1,"gul","19_17",1,1,0,"Left_lead","Male","Male","surrender",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"326","19_1","19","Male",20,"Stim\r06y36g16b14.jpeg","Stim\r22y23g20b06.jpeg",6,22,36,23,16,20,14,6,-2,-1,0,0,1.264,3.866,1,"grøn","19_17",4,0,0,"Left_lead","Male","Male","stick",0.516002341259926,0.208031375629308,0.928528482591913,"left"
"330","20_2","20","Female",21,"Stim\r13y21g23b09.jpeg","Stim\r11y13g22b35.jpeg",13,11,21,13,23,22,9,35,3,1,0,0,1.423,5.134,2,"rød","20_17",-2,1,1,"Left_lead","Female","Male","stick",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"331","20_2","20","Female",21,"Stim\r18y13g28b06.jpeg","Stim\r17y20g40b07.jpeg",18,17,13,20,28,40,6,7,2,-1,0,1,1.428,1.392,2,"rød","20_17",-1,1,0,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"334","20_2","20","Female",21,"Stim\r15y17g24b30.jpeg","Stim\r17y12g19b18.jpeg",15,17,17,12,24,19,30,18,-2,1,0,1,2.05,2.472,2,"rød","20_17",2,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"335","20_2","20","Female",21,"Stim\r22y02g34b05.jpeg","Stim\r21y24g16b04.jpeg",22,21,2,24,34,16,5,4,2,-1,0,1,1.262,2.073,2,"rød","20_17",-1,1,0,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"336","20_2","20","Female",21,"Stim\r21y03g15b37.jpeg","Stim\r22y02g34b05.jpeg",21,22,3,2,15,34,37,5,-2,1,0,1,1.406,1.357,2,"rød","20_17",1,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"337","20_2","20","Female",21,"Stim\r04y39g24b15.jpeg","Stim\r12y09g30b18.jpeg",4,12,39,9,24,30,15,18,2,-1,1,0,1.568,0.945,2,"blå","20_17",3,1,0,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"341","20_2","20","Female",21,"Stim\r21y01g04b27.jpeg","Stim\r14y12g04b29.jpeg",21,14,1,12,4,4,27,29,3,-1,1,0,2.018,1.862,2,"blå","20_17",2,1,0,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"342","20_2","20","Female",21,"Stim\r02y10g14b11.jpeg","Stim\r21y31g06b08.jpeg",2,21,10,31,14,6,11,8,-2,1,1,0,1.27,1.361,2,"blå","20_17",-3,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"343","20_2","20","Female",21,"Stim\r05y28g23b30.jpeg","Stim\r14y12g04b29.jpeg",5,14,28,12,23,4,30,29,3,1,0,0,1.269,1.846,2,"blå","20_17",-1,1,1,"Left_lead","Female","Male","stick",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"346","20_2","20","Female",21,"Stim\r10y13g07b36.jpeg","Stim\r17y22g16b15.jpeg",10,17,13,22,7,16,36,15,-2,1,0,1,1.168,2.447,2,"gul","20_17",9,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"347","20_2","20","Female",21,"Stim\r14y10g15b15.jpeg","Stim\r11y14g08b23.jpeg",14,11,10,14,15,8,15,23,-2,1,0,1,1.48,1.459,2,"gul","20_17",4,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"348","20_2","20","Female",21,"Stim\r09y15g18b07.jpeg","Stim\r12y12g14b26.jpeg",9,12,15,12,18,14,7,26,3,-1,0,1,1.711,2.298,2,"gul","20_17",-3,1,0,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"350","20_2","20","Female",21,"Stim\r09y06g26b32.jpeg","Stim\r12y09g30b18.jpeg",9,12,6,9,26,30,32,18,-1,1,0,1,2.205,1.143,2,"gul","20_17",3,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"351","20_2","20","Female",21,"Stim\r06y36g16b14.jpeg","Stim\r04y39g24b15.jpeg",6,4,36,39,16,24,14,15,-2,1,0,1,1.309,1.33,2,"gul","20_17",3,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"352","20_2","20","Female",21,"Stim\r18y19g14b27.jpeg","Stim\r14y10g15b15.jpeg",18,14,19,10,14,15,27,15,-2,1,0,1,2.614,1.2,2,"grøn","20_17",1,0,1,"Left_lead","Female","Male","surrender",0.0601736331438696,0.206406400162225,0.884212143827586,"left"
"358","20_1","20","Female",21,"Stim\r11y10g06b19.jpeg","Stim\r13y21g23b09.jpeg",11,13,10,21,6,23,19,9,-2,1,0,1,3.32,6.079,1,"rød","20_18",2,0,1,"Left_lead","Female","Female","surrender",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"359","20_1","20","Female",21,"Stim\r22y23g20b06.jpeg","Stim\r19y10g06b15.jpeg",22,19,23,10,20,6,6,15,2,-1,0,1,2.754,2.82,1,"rød","20_18",-3,1,0,"Left_lead","Female","Female","surrender",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"360","20_1","20","Female",21,"Stim\r12y07g16b25.jpeg","Stim\r11y13g22b35.jpeg",12,11,7,13,16,22,25,35,-2,-1,1,1,2.504,5.399,1,"rød","20_18",-1,0,0,"Left_lead","Female","Female","stick",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"361","20_1","20","Female",21,"Stim\r12y12g14b26.jpeg","Stim\r03y06g12b09.jpeg",12,3,12,6,14,12,26,9,-1,1,1,0,2.565,3.64,1,"rød","20_18",-9,0,1,"Left_lead","Female","Female","surrender",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"362","20_1","20","Female",21,"Stim\r10y03g03b07.jpeg","Stim\r11y26g25b38.jpeg",10,11,3,26,3,25,7,38,-2,-1,0,0,2.002,3.982,1,"rød","20_18",1,0,0,"Left_lead","Female","Female","stick",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"363","20_1","20","Female",21,"Stim\r04y28g27b06.jpeg","Stim\r03y06g12b09.jpeg",4,3,28,6,27,12,6,9,-1,1,1,0,2.86,2.363,1,"rød","20_18",-1,0,1,"Left_lead","Female","Female","surrender",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"365","20_1","20","Female",21,"Stim\r10y13g07b36.jpeg","Stim\r14y10g15b15.jpeg",10,14,13,10,7,15,36,15,2,1,1,1,1.535,3.823,1,"rød","20_18",4,1,1,"Left_lead","Female","Female","stick",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
"366","20_1","20","Female",21,"Stim\r03y11g01b26.jpeg","Stim\r05y40g33b16.jpeg",3,5,11,40,1,33,26,16,-1,1,0,1,1.844,1.694,1,"rød","20_18",2,0,1,"Left_lead","Female","Female","surrender",-0.0354208577875827,0.228008850991846,1.06904526138589,"left"
